Poem Name,Word Type,Word,POS_Tag
sggk,General Word,that,FUNC_determiner
sggk,Pronoun,he,ENTITY_pronoun
sggk,General Word,courteously,MODIFIER
sggk,Verb,acknowledged,ACTION_verb
sggk,General Word,that,FUNC_determiner
sggk,Pronoun,he,ENTITY_pronoun
sggk,General Word,was,AUX
sggk,General Word,from,FUNC_inner
sggk,General Word,the,FUNC_determiner
sggk,Noun,court,ENTITY_noun
sggk,General Word,that,FUNC_determiner
sggk,Noun,noble,ENTITY_nouny
sggk,Person,Arthur,ENTITY_person
sggk,General Word,the,FUNC_determiner
sggk,General Word,gracious,MODIFIER
sggk,Noun,governs,ENTITY_nouny
sggk,General Word,alone,MODIFIER
sggk,General Word,",",PUNCTUATION
sggk,General Word,who,CLAUSE_WhoQ
sggk,General Word,is,AUX
sggk,General Word,the,FUNC_determiner
sggk,General Word,splendid,MODIFIER
sggk,General Word,royal,MODIFIER
sggk,Noun,king,ENTITY_nouny
sggk,General Word,of,FUNC_inner
sggk,General Word,the,FUNC_determiner
sggk,Noun,Round,ENTITY_noun
sggk,General Word,Table,MODIFIER
sggk,General Word,",",PUNCTUATION
sggk,General Word,and,FUNC_conjunction
sggk,Pronoun,it,ENTITY_pronoun
sggk,General Word,was,AUX
sggk,General Word,Gawain,ENTITY_oov
sggk,Pronoun,himself,ENTITY_pronoun
sggk,General Word,who,CLAUSE_WhoQ
sggk,Verb,sits in,VerbP
sggk,General Word,that,FUNC_determiner
sggk,Noun,house,ENTITY_nouny
sggk,General Word,",",PUNCTUATION
sggk,Verb,come to,VerbP
sggk,General Word,that,FUNC_determiner
sggk,Noun,Christmas,ENTITY_nouny
sggk,Noun,feast,ENTITY_noun
sggk,General Word,",",PUNCTUATION
sggk,General Word,as,FUNC_inner
sggk,Noun,chance,ENTITY_nouny
sggk,General Word,then,FUNC_inter
sggk,Verb,befell,ACTION_verb
sggk,Pronoun,him,ENTITY_pronoun
sggk,General Word,.,PUNCTUATION
sggk,General Word,When,CLAUSE_WhenQ
sggk,General Word,the,FUNC_determiner
sggk,Noun,lord,ENTITY_noun
sggk,General Word,had,ASPECT
sggk,Verb,learned,ACTION_verb
sggk,General Word,that,FUNC_determiner
sggk,Pronoun,he,ENTITY_pronoun
sggk,Verb,had,ACTION_verb
sggk,General Word,the,FUNC_determiner
sggk,Noun,knight,ENTITY_noun
sggk,General Word,",",PUNCTUATION
sggk,Pronoun,he,ENTITY_pronoun
sggk,Verb,laughed,ACTION_verb
sggk,General Word,loudly,MODIFIER
sggk,General Word,about,FUNC_inner
sggk,Pronoun,it,ENTITY_pronoun
sggk,General Word,",",PUNCTUATION
sggk,General Word,so delightful,ModifierP
sggk,Pronoun,it,ENTITY_pronoun
sggk,Verb,seemed,ACTION_verb
sggk,General Word,to,FUNC_inner
sggk,Pronoun,him,ENTITY_pronoun
sggk,General Word,",",PUNCTUATION
sggk,General Word,and,FUNC_conjunction
sggk,General Word,all,QUANTIFIER
sggk,General Word,the,FUNC_determiner
sggk,Noun,men,ENTITY_nouny
sggk,General Word,in,RANGE_locality
sggk,General Word,that,FUNC_determiner
sggk,Noun,castle,ENTITY_noun
sggk,Verb,made,ACTION_verb
sggk,General Word,great,MODIFIER
sggk,Noun,joy,ENTITY_noun
sggk,General Word,to,FUNC_inner
sggk,Verb,appear,ACTION_verb
sggk,General Word,in,RANGE_locality
sggk,General Word,his,ENTITY_possessive
sggk,Noun,presence,ENTITY_nouny
sggk,General Word,readily,MODIFIER
sggk,General Word,at,FUNC_inner
sggk,General Word,that,FUNC_determiner
sggk,Noun,time,ENTITY_noun
sggk,General Word,",",PUNCTUATION
sggk,General Word,to,FUNC_inner
sggk,General Word,whose,ENTITY_possessive
sggk,Noun,person,ENTITY_noun
sggk,General Word,all,QUANTIFIER
sggk,Noun,excellence,ENTITY_nouny
sggk,General Word,and,FUNC_conjunction
sggk,General Word,prowess,ENTITY_oov
sggk,General Word,and,FUNC_conjunction
sggk,Verb,refined,ACTION_verb
sggk,General Word,manners,ENTITY_oov
sggk,Verb,belong,ACTION_verb
sggk,General Word,and,FUNC_conjunction
sggk,General Word,who,CLAUSE_WhoQ
sggk,General Word,is,AUX
sggk,General Word,always,TIME_justtime
sggk,Verb,praised,ACTION_verb
sggk,General Word,",",PUNCTUATION
sggk,General Word,and,FUNC_conjunction
sggk,General Word,whose,ENTITY_possessive
sggk,Noun,honour,ENTITY_nouny
sggk,General Word,is,AUX
sggk,General Word,greater,MODIFIER
sggk,General Word,than,FUNC_inner
sggk,General Word,that,FUNC_determiner
sggk,General Word,of,FUNC_inner
sggk,General Word,all,QUANTIFIER
sggk,General Word,men,ENTITY_oov
sggk,General Word,on,RANGE_locality
sggk,Noun,earth,ENTITY_noun
sggk,General Word,.,PUNCTUATION
sggk,General Word,Each,QUANTIFIER
sggk,Noun,man,ENTITY_nouny
sggk,Verb,said,ACTION_verb
sggk,General Word,very softly,ModifierP
sggk,General Word,to,FUNC_inner
sggk,General Word,his,ENTITY_possessive
sggk,Noun,companion,ENTITY_nouny
sggk,General Word,:,PUNCTUATION
sggk,General Word,',PUNCTUATION
sggk,General Word,Now,TIME_justtime
sggk,Verb,shall,MODAL
sggk,Pronoun,we,ENTITY_pronoun
sggk,Verb,see,ACTION_verb
sggk,General Word,becomingly,MODIFIER
sggk,General Word,skilled,ENTITY_oov
sggk,General Word,demonstrations,ENTITY_oov
sggk,General Word,of,FUNC_inner
sggk,General Word,courteous,MODIFIER
sggk,Noun,manners,ENTITY_nouny
sggk,General Word,and,FUNC_conjunction
sggk,General Word,the,FUNC_determiner
sggk,General Word,faultless,MODIFIER
sggk,Noun,expressions,ENTITY_nouny
sggk,General Word,of,FUNC_inner
sggk,General Word,noble,ENTITY_oov
sggk,Noun,conversation,ENTITY_nouny
sggk,General Word,.,PUNCTUATION
sggk,Pronoun,We,ENTITY_pronoun
sggk,Verb,can,MODAL
sggk,Verb,learn,ACTION_verb
sggk,General Word,",",PUNCTUATION
sggk,General Word,without,FUNC_inner
sggk,Verb,asking,ACTION_verb
sggk,General Word,",",PUNCTUATION
sggk,General Word,what,CLAUSE_WhatQ
sggk,Noun,sort,ENTITY_noun
sggk,General Word,of,FUNC_inner
sggk,Noun,thing,ENTITY_nouny
sggk,General Word,success,ENTITY_oov
sggk,General Word,in,RANGE_locality
sggk,Noun,conversation,ENTITY_nouny
sggk,General Word,is,AUX
sggk,General Word,",",PUNCTUATION
sggk,General Word,since,RANGE_period
sggk,Pronoun,we,ENTITY_pronoun
sggk,Verb,have,ACTION_verb
sggk,General Word,welcomed,MODIFIER
sggk,General Word,that,FUNC_determiner
sggk,General Word,excellent,MODIFIER
sggk,Pronoun,father,ENTITY_pronoun
sggk,General Word,of,FUNC_inner
sggk,General Word,good,MODIFIER
sggk,Noun,breeding,ENTITY_nouny
sggk,General Word,.,PUNCTUATION
sggk,General Word,God,ENTITY_oov
sggk,General Word,has,ASPECT
sggk,General Word,indeed,MODIFIER
sggk,General Word,generously,MODIFIER
sggk,Verb,given,ACTION_verb
sggk,Pronoun,us,ENTITY_pronoun
sggk,General Word,His,ENTITY_possessive
sggk,Noun,grace,ENTITY_noun
sggk,General Word,",",PUNCTUATION
sggk,General Word,who,CLAUSE_WhoQ
sggk,Verb,allows,ACTION_verb
sggk,Pronoun,us,ENTITY_pronoun
sggk,General Word,to,FUNC_inner
sggk,Verb,receive,ACTION_verb
sggk,General Word,such,MODIFIER
sggk,General Word,a,FUNC_determiner
sggk,Noun,guest,ENTITY_noun
sggk,General Word,as,FUNC_inner
sggk,General Word,Gawain,ENTITY_oov
sggk,General Word,",",PUNCTUATION
sggk,General Word,when,CLAUSE_WhenQ
sggk,General Word,men,ENTITY_oov
sggk,Verb,will,MODAL
sggk,Verb,sit,ACTION_verb
sggk,General Word,and,FUNC_conjunction
sggk,Verb,sing,ACTION_verb
sggk,General Word,",",PUNCTUATION
sggk,Verb,rejoicing,ACTION_verb
sggk,General Word,in,RANGE_locality
sggk,General Word,His,LOCATION
sggk,Noun,birth,ENTITY_nouny
sggk,General Word,.,PUNCTUATION
sggk,General Word,This,FUNC_determiner
sggk,Noun,man,ENTITY_nouny
sggk,Verb,will,MODAL
sggk,General Word,now,TIME_justtime
sggk,Verb,bring,ACTION_verb
sggk,Pronoun,us,ENTITY_pronoun
sggk,General Word,to,FUNC_inner
sggk,General Word,an,FUNC_determiner
sggk,Noun,understanding,ENTITY_noun
sggk,General Word,of,FUNC_inner
sggk,General Word,noble,ENTITY_oov
sggk,General Word,manners,ENTITY_oov
sggk,General Word,.,PUNCTUATION
sggk,Pronoun,I,ENTITY_pronoun
sggk,Verb,believe,ACTION_verb
sggk,General Word,that,FUNC_determiner
sggk,Noun,anyone,ENTITY_nouny
sggk,General Word,who,CLAUSE_WhoQ
sggk,Verb,has,ACTION_verb
sggk,General Word,the,FUNC_determiner
sggk,Noun,opportunity,ENTITY_nouny
sggk,General Word,of,FUNC_inner
sggk,Verb,listening,ACTION_verb
sggk,General Word,to,FUNC_inner
sggk,Pronoun,him,ENTITY_pronoun
sggk,Verb,will,MODAL
sggk,Verb,learn,ACTION_verb
sggk,Noun,something,ENTITY_nouny
sggk,General Word,of,FUNC_inner
sggk,General Word,the,FUNC_determiner
sggk,Noun,art,ENTITY_nouny
sggk,General Word,of,FUNC_inner
sggk,Verb,conversing,ACTION_verb
sggk,General Word,about,FUNC_inner
sggk,Noun,love,ENTITY_noun
sggk,General Word,.,PUNCTUATION
sggk,General Word,',PUNCTUATION
sggk,General Word,10,ENTITY_num
sggk,Noun,Sir,ENTITY_noun
sggk,Person,Gawain,ENTITY_person
sggk,General Word,and,FUNC_conjunction
sggk,General Word,the,FUNC_determiner
sggk,General Word,Green,MODIFIER
sggk,Noun,Knight,ENTITY_noun
sggk,Verb,lines,ACTION_verb
sggk,General Word,[,PUNCTUATION
sggk,General Word,883,ENTITY_num
sggk,General Word,–,PUNCTUATION
sggk,General Word,927,ENTITY_num
sggk,General Word,],PUNCTUATION
sggk,General Word,By,FUNC_inner
sggk,General Word,the,FUNC_determiner
sggk,Noun,time,ENTITY_noun
sggk,Noun,dinner,ENTITY_nouny
sggk,General Word,was,AUX
sggk,General Word,over,RANGE_locality
sggk,General Word,and,FUNC_conjunction
sggk,General Word,the,FUNC_determiner
sggk,Noun,noble,ENTITY_nouny
sggk,Noun,knight,ENTITY_noun
sggk,General Word,had,ASPECT
sggk,Verb,risen,ACTION_verb
sggk,General Word,",",PUNCTUATION
sggk,Pronoun,it,ENTITY_pronoun
sggk,General Word,was,AUX
sggk,General Word,nearly,MODIFIER
sggk,General Word,night,TIME_justtime
sggk,General Word,-,PUNCTUATION
sggk,Noun,time,ENTITY_noun
sggk,General Word,.,PUNCTUATION
sggk,General Word, ,PUNCTUATION
sggk,General Word,Chaplains,ENTITY_oov
sggk,Verb,made,ACTION_verb
sggk,General Word,their,ENTITY_possessive
sggk,Noun,way,ENTITY_nouny
sggk,General Word,to,FUNC_inner
sggk,General Word,the,FUNC_determiner
sggk,Noun,chapels,ENTITY_nouny
sggk,General Word,",",PUNCTUATION
sggk,Verb,rang,ACTION_verb
sggk,General Word,the,FUNC_determiner
sggk,Noun,bells,ENTITY_nouny
sggk,General Word,most,QUANTIFIER
sggk,General Word,nobly,MODIFIER
sggk,General Word,",",PUNCTUATION
sggk,General Word,just,MODIFIER
sggk,General Word,as,FUNC_inner
sggk,Pronoun,they,ENTITY_pronoun
sggk,Verb,should,MODAL
sggk,General Word,",",PUNCTUATION
sggk,General Word,to,FUNC_inner
sggk,General Word,the,FUNC_determiner
sggk,General Word,glorious,MODIFIER
sggk,Noun,evensong,ENTITY_nouny
sggk,General Word,of,FUNC_inner
sggk,General Word,the,FUNC_determiner
sggk,Noun,festival,ENTITY_nouny
sggk,General Word,.,PUNCTUATION
sggk,General Word,The,FUNC_determiner
sggk,Noun,lord,ENTITY_noun
sggk,Verb,goes to,VerbP
sggk,Pronoun,it,ENTITY_pronoun
sggk,General Word,",",PUNCTUATION
sggk,General Word,and,FUNC_conjunction
